commit_hash,label,predicted_label,predicted_prob,is_anomaly,reason
84b96ac9d398afd5a620c48cfe9e969b95e6577a,Ron DuPlain,Ron DuPlain,0.65,False,
96d7f207878bcd561c4085312eb9e235b9dc4d2d,Ron DuPlain,Ron DuPlain,0.71,False,
3de8de1985f46297243eab340abd6c45c82bb9c4,Kenneth Reitz,Armin Ronacher,0.25,True,predicted_label_mismatch;low_confidence<0.5
4a75198f36625b472215a4ef6192c41f950fa202,Kenneth Reitz,Armin Ronacher,0.5178333333333334,True,predicted_label_mismatch
73a859533525febe42c0645ec25eeaa049123973,Kenneth Reitz,Kenneth Reitz,0.89,False,
60f7e3a7b463db68f3cc22085b6c5eaac985e7f7,Kenneth Reitz,Kenneth Reitz,0.89,False,
deb03da3ffc4a0fc107098c672d292e1de9b8031,Kenneth Reitz,Ron DuPlain,0.71,True,predicted_label_mismatch
5e848176e5b4db2958614e94024bd742830446eb,Kenneth Reitz,Kenneth Reitz,0.54,False,
e070ede050fdb2ce155e13e29f5588c9831fa6b5,Ron DuPlain,Ron DuPlain,0.6766666666666665,False,
04bb720d3813c8cfe3ae46d2fb85dbc9a03a9b70,Ron DuPlain,Ron DuPlain,0.7533333333333334,False,
fdad6713eba3f7aaae6ca4f6f50bb8b72452c6d9,Ron DuPlain,Ron DuPlain,0.66,False,
7ed3cba6588fbd585b10e58e15e352e90874732d,Ron DuPlain,Ron DuPlain,0.64,False,
561775cbf677f72d6d8d505af79c114bc750b6b7,Ron DuPlain,Markus Unterwaditzer,0.61,True,predicted_label_mismatch
cb3d0b931d51fc420e5273dcf6e25d2be60de364,Ron DuPlain,Ron DuPlain,0.65,False,
4e9b7867c989a1d1b0c03ddb2ea62d689b6abab1,Ron DuPlain,David Lord,0.61,True,predicted_label_mismatch
1d1db80e062bb576cd542a7a3ca990360c5b57ba,Ron DuPlain,Ron DuPlain,0.69,False,
3bf1750b5dfde8890eab52850bf2e6c0a3de65cf,Ron DuPlain,David Lord,0.593,True,predicted_label_mismatch
c1a2e3cf1479382c1d1e5c46cd2d1ca669df5889,Ron DuPlain,Ron DuPlain,0.66,False,
f7bb2b5f19146cbaed375f29520f57c3c385762f,Ron DuPlain,Ron DuPlain,0.71,False,
f4a31db9f6a9b8bdfeb023f247eb6e8a42af3162,Ron DuPlain,David Lord,0.63,True,predicted_label_mismatch
146088d58066f16ef4bc8172f8120402517c34d3,Ron DuPlain,Ron DuPlain,0.56,False,
d94efc6db63516b7f72e58c34ae33700f3d9c4fb,Ron DuPlain,Ron DuPlain,0.65,False,
a5d1cf415e142c2926845601257d3d6c05cb3ded,Ron DuPlain,Ron DuPlain,0.72,False,
96010161576be4eee372e87f4e311fc307a801ad,Ron DuPlain,Ron DuPlain,0.63,False,
d626787a3461edcebd38025269f74a5428f64edb,Ron DuPlain,Ron DuPlain,0.73,False,
eac350d1e6d53b47b0fd5b111125ee1a208eaf93,Ron DuPlain,Ron DuPlain,0.69,False,
ee6ed491d3a783076c278e4b4390baf14e6f3321,Simon Sapin,Simon Sapin,0.6,False,
079c5ef7ff7bbcab9c18b5c9b25980f83db032e2,Kenneth Reitz,Kenneth Reitz,0.6,False,
36da8e41de17ae89fc2d2650d72b1f687af43ca1,Kenneth Reitz,David Lord,0.52,True,predicted_label_mismatch
e08028de5521caf41fc11de8daec2795f1f51088,Simon Sapin,Simon Sapin,0.66,False,
6b4a86df3bb5406e6a26df22d47454ed3af2b024,Kenneth Reitz,Kenneth Reitz,0.63,False,
38187bcd9f42d630d05ffcecd810fbc7220d7847,Armin Ronacher,Armin Ronacher,0.93,False,
85e2857ed4a203eb7955cc7bf8b425a51019eb2f,Armin Ronacher,Armin Ronacher,0.93,False,
437a1bf5c453487f3ab7db46d43dce26f57913a5,Ron DuPlain,Ron DuPlain,0.65,False,
c2698416a835dfb5d0e52e8c291ea43eaa3d1757,Kenneth Reitz,Kenneth Reitz,0.55,False,
7e4b705b3c7124bc5bdd4051705488d8bb31eb5b,Ron DuPlain,Ron DuPlain,0.6266666666666667,False,
976c9576bd7b41f955862448c9914774dc47d1cf,Ron DuPlain,Ron DuPlain,0.64,False,
9a1d616706d251b19571d908282deadedd89869b,Ron DuPlain,Ron DuPlain,0.74,False,
9ab41edbd727d69d6936b866ea606c9b7e7bac8f,Ron DuPlain,Ron DuPlain,0.66,False,
71a97662663babca96365e01bc2017f9f178c95b,Ron DuPlain,Ron DuPlain,0.64,False,
0eb75b317bd62ece31875158fb31262ce7d05e69,Ron DuPlain,Ron DuPlain,0.62,False,
8740fff90781b3fd0fd9ec51a0b6a15a45f96489,Ron DuPlain,Ron DuPlain,0.57,False,
df772df24f22f7f0681a8d5b211dad764ce9c8a6,Ron DuPlain,Ron DuPlain,0.62,False,
f43003967e2139ee6d89e7dcf267ba8d52200ac6,Ron DuPlain,David Lord,0.74,True,predicted_label_mismatch
f267f9302a532f0f4a0b29b700841060ee058c64,Ron DuPlain,David Lord,0.44,True,predicted_label_mismatch;low_confidence<0.5
f46f7155b27a741081fc13fa7fb1db53e54f5683,Kenneth Reitz,Kenneth Reitz,0.58,False,
b16c988f1e7de5f0ec9dae11817b9109de59355d,Ron DuPlain,Ron DuPlain,0.6736666666666667,False,
492ef06bff569d6037fa43e561b203fe444b60d5,Ron DuPlain,Armin Ronacher,0.48724999999999985,True,predicted_label_mismatch;low_confidence<0.5
f07199009c463ed5eaab7b2cacd785d46f87699d,Ron DuPlain,Armin Ronacher,0.47833333333333333,True,predicted_label_mismatch;low_confidence<0.5
a1305973bfef18a341224ad4f748c35d77a64cdb,Armin Ronacher,Armin Ronacher,0.6648333333333332,False,
47288231fe8f9c6b2c413d50160c32c3884d5785,Armin Ronacher,Armin Ronacher,0.67,False,
307d1bc4e51fc35282f2d504b9df3359604b8f8a,Armin Ronacher,Armin Ronacher,0.93,False,
f8f2e2dff481e55fa9ae7cc3f70f36d61bcf56d7,Armin Ronacher,Armin Ronacher,0.8,False,
0207e90155abe937568727e4e9eca949b8247cd5,Armin Ronacher,Armin Ronacher,0.84,False,
ab110d8fe573c92f0f607a05cf31549399b98c1a,Armin Ronacher,Armin Ronacher,0.9375,False,
3249eeb438daec34dc4ac69e1ab9968fabd4b5a8,Armin Ronacher,Armin Ronacher,0.96,False,
cf1641e5beec1ec11f418fa6e775fc44b9410180,Armin Ronacher,Armin Ronacher,0.93,False,
34bbd3100bbfb9a406a417a9fe4e8944aa87c629,Armin Ronacher,Armin Ronacher,0.94,False,
9bed20c07c40a163077b936f740a4e96a6213688,Armin Ronacher,Armin Ronacher,0.85,False,
cb54c462b809e36d12af571fa36affb4af3f7e96,Armin Ronacher,David Lord,0.54,True,predicted_label_mismatch
32f845ea75ce57429aa383463be6654b2af06983,Armin Ronacher,Armin Ronacher,0.93,False,
52f9cefbcd6df23f75bf93804a9e84c038536fe8,Armin Ronacher,Armin Ronacher,0.83,False,
d26af4fd6dd71793cf6373c1c18c82349494e0aa,Armin Ronacher,Armin Ronacher,0.74,False,
bcd00e5070caf6f5ff7639d3758f5595bc5507a1,Armin Ronacher,Armin Ronacher,0.9,False,
989aabbe32d2460f673cf075b8ac7cf7781b85ac,Ron DuPlain,Ron DuPlain,0.54,False,
1a19ddc55c5484f14dde728cbd20f81333a2c3f9,Ron DuPlain,Ron DuPlain,0.7,False,
2a6c80a37d8a13516499be791100312576cf34d0,Kenneth Reitz,Kenneth Reitz,0.66,False,
fd62cd82cb270847491370cd43f270af6acc1400,Ron DuPlain,Ron DuPlain,0.68,False,
0d2ffc094b45e717439c679255f4aecd018e24d0,Ron DuPlain,Ron DuPlain,0.67,False,
b885edf81013f05161525db1eaf4e64fc6f5c2c4,Ron DuPlain,Ron DuPlain,0.66,False,
10c34e6652fac704c9c77a47d4853896f3030e34,Ron DuPlain,Ron DuPlain,0.56,False,
a3cb2a33829ee517530d30cd920e5d652b358086,Ron DuPlain,Ron DuPlain,0.65,False,
fb011878857693659c6ec6f095fe3849803915e1,Ron DuPlain,David Lord,0.45,True,predicted_label_mismatch;low_confidence<0.5
2ae2338ebfcf721f7baa86af2114575fd45ebe2d,Kenneth Reitz,Kenneth Reitz,0.64,False,
d90f0afe39724040d0be92df054e2b1438886134,Ron DuPlain,Ron DuPlain,0.68,False,
bb31188ec3882e9a6c6035b7a65ca257d424e31a,Ron DuPlain,Ron DuPlain,0.61,False,
8c8c524ddb791c2f7eed47b6d2e4317faf06a659,Ron DuPlain,David Lord,0.5011666666666666,True,predicted_label_mismatch
ccc6816459312d2af813d984c5d8f530e57cecdf,Kenneth Reitz,Kenneth Reitz,0.6,False,
148c50abf983eb8bbd8ecb565c9f98912048af46,Ron DuPlain,Ron DuPlain,0.68,False,
2262ce4915aec0dfffa8e71244ebe10f72d11111,Ron DuPlain,Ron DuPlain,0.8,False,
b31f2d9a640c154e41de6d9631e95cf105e96e1f,Ron DuPlain,Armin Ronacher,0.6,True,predicted_label_mismatch
ff5ee034b8c71a79d3f29c7b7a1ad27f6a8893e3,Ron DuPlain,Ron DuPlain,0.59,False,
7c79ce6e418f07a49be8c25a4c5a40e5347be257,Ron DuPlain,Ron DuPlain,0.57,False,
26da6a5365e1fd229932f167a299128f30fae154,Ron DuPlain,Armin Ronacher,0.44,True,predicted_label_mismatch;low_confidence<0.5
33bae1a8dcadbf56fb19ad814fa516b6468bb2cb,Ron DuPlain,Ron DuPlain,0.65,False,
e78e2a1641e5b7ad538d93154ee59445f4d4eaf7,Ron DuPlain,Ron DuPlain,0.67,False,
2053d04db0f303430f5f6c5bc6e97b8bec46c399,Armin Ronacher,Armin Ronacher,0.78,False,
dbfd406a21191c26c2987ffd11f7c49b8733cd82,Armin Ronacher,Armin Ronacher,0.87,False,
086348e2f2874fb701048d5e1390cfe674de1f70,Armin Ronacher,Armin Ronacher,0.7,False,
9f055104ad1a8bfa29c8cccf830dea196b5a9344,Kenneth Reitz,Markus Unterwaditzer,0.36,True,predicted_label_mismatch;low_confidence<0.5
35312be63c633cbad76a790f47b1b50a94f07eb4,Armin Ronacher,Armin Ronacher,0.7833333333333334,False,
9034461e5bc3a3e75c64b603c89a28acc7bd2144,Armin Ronacher,Armin Ronacher,0.5260238095238096,False,
9cce327040a2851f90be90d27ad73f4c6cfc787d,Armin Ronacher,Armin Ronacher,0.8,False,
6809ffccf2b8b94633717f839b42ae8e3fbca1c3,Armin Ronacher,lord63,0.64,True,predicted_label_mismatch
b04827283ea36cc456367f1ac4e0700b90b71283,Armin Ronacher,Armin Ronacher,0.73,False,
7b1c8fd15b619aee9eb6bc53dd50bd2d7e9bea3d,Armin Ronacher,Armin Ronacher,0.9359999999999999,False,
24e01318d31c6a541a44636d3a97310ff814d0c1,Armin Ronacher,Armin Ronacher,0.76,False,
a9e753f7064e38e40819b49a51491e681dd0f42c,Armin Ronacher,Armin Ronacher,0.6783333333333335,False,
9be47f5932cd3ae3363ab9fafdcb00d991ebff6b,Armin Ronacher,Armin Ronacher,0.7716666666666666,False,
7bc6eead47061d1135e420ec1a54eeaf702ed470,Kenneth Reitz,Kenneth Reitz,0.71,False,
274d1a82f8242229b8060afafdce53a7dbd0a435,Kenneth Reitz,Kenneth Reitz,0.59,False,
ddeeca74c2e18b4334d390c59d3d3b58c7af0672,Kenneth Reitz,Kenneth Reitz,0.72,False,
0ba758d448ca18d98bf05dfa2ad48b59eedbb942,Kenneth Reitz,Kenneth Reitz,0.69,False,
8071f11328ab2b767608c5c63d0bad72d9408120,Armin Ronacher,Armin Ronacher,0.6375,False,
558750494f6f99b1272218c35d86e6452484e77c,Armin Ronacher,Armin Ronacher,0.61,False,
43c6a1ede87da5c20d8b5c7db995cf2d22eb40b2,Armin Ronacher,Armin Ronacher,0.745,False,
2e816f554a3a5b9db19c87b892726387bdf3e1d7,Armin Ronacher,Armin Ronacher,0.89,False,
d5218997d927be869dd55ef04542e1bbc1e69653,Armin Ronacher,Armin Ronacher,0.72,False,
19def9606ac50bd308ea283e283cbcf62498d6c7,Armin Ronacher,Armin Ronacher,0.83,False,
bea5858411b9138e3bf797b87ac6b0f5491c1897,Armin Ronacher,Armin Ronacher,0.84,False,
ee3e251f9eb557721517faa6d06a6addd48ebc24,Armin Ronacher,Armin Ronacher,0.86,False,
d4415dd6653adb25b89b6276dd140141266ba46b,Armin Ronacher,Armin Ronacher,0.95,False,
e32de730f9458e781c3bd6fd501dec627f256471,Armin Ronacher,Armin Ronacher,0.61,False,
07878722a86a72a9600ad5bc3dc577d693d91a0a,Kenneth Reitz,Kenneth Reitz,0.64,False,
1beb0f2e7f8c60df41cd7b198c1ed1748a0fea3d,Armin Ronacher,David Lord,0.71,True,predicted_label_mismatch
0553bbdefe55709a1fc36dce445f552f398a428e,Sven-Hendrik Haase,Armin Ronacher,0.71,True,predicted_label_mismatch
7003fe61352bab3a1dc62d18dffb00ef749b050d,Ron DuPlain,Ron DuPlain,0.64,False,
690b0c34ff3a9160aad16c613f29b1a8e25ca232,Sven-Hendrik Haase,Armin Ronacher,0.78,True,predicted_label_mismatch
c7cdb2f83e9842a2ed9715d550392eea2be806cb,Ron DuPlain,David Lord,0.52,True,predicted_label_mismatch
ea2a0629c9fc3874319e98b3842365ffd889f43d,Ron DuPlain,Ron DuPlain,0.33,True,low_confidence<0.5
c3f651dccbba801fa07426cef1e6604b579b8fe7,Simon Sapin,Simon Sapin,0.7,False,
9d9f240df8da4b433c914e76b6ea2c7e82f3e320,Kenneth Reitz,Kenneth Reitz,0.66,False,
0f3bc38a18909cae8903f3229a2866aa64a52b2a,Kenneth Reitz,Kenneth Reitz,0.71,False,
50dc2403526c5c5c67577767b05eb81e8fab0877,Kenneth Reitz,Kenneth Reitz,0.74,False,
9a0f6519aaa14aa8f6d0a076e269e8ca8b1668aa,Kenneth Reitz,Kenneth Reitz,0.59,False,
4df3bf2058954624f9376fd16774a769299dc40a,Armin Ronacher,Armin Ronacher,0.9,False,
ee28dcf2cff53aae0c88db34ff872e0b042c6bf5,Armin Ronacher,Armin Ronacher,0.76,False,
b87919348104774e9c959fc00976966e38161129,Armin Ronacher,Armin Ronacher,0.92,False,
1740d7c51afb4f051bf30f5326d6eab7933e917e,Armin Ronacher,Armin Ronacher,0.88,False,
43f41201e919aed68301e69a8a4f708a646b98c5,Armin Ronacher,Armin Ronacher,0.96,False,
704d94d7b92f9ebf1594b110f59f852739d9da30,Armin Ronacher,Armin Ronacher,0.97,False,
3f82d1b68ea6f5bf2970c2df8ff5cf991439a9bf,Armin Ronacher,Armin Ronacher,0.88,False,
c3d38a21c664440fb8284aaaf8fbcce4a1c0849f,Armin Ronacher,Armin Ronacher,0.85,False,
a4977cfe2b57218579ca224af7cfea0864e6665b,Armin Ronacher,Armin Ronacher,0.69,False,
fe85970665ea3a38f9c6a8ef4756ff3a913850b6,Armin Ronacher,Armin Ronacher,0.93,False,
ad304701025057475c19b7d79c9612f70488add4,Kenneth Reitz,Kenneth Reitz,0.5466666666666666,False,
1dde7b8be795d7261e3960a14275ac19f90b7cd6,Kenneth Reitz,Kenneth Reitz,0.57,False,
80b2689335442fcfb11772a4e68017784523d91d,Kenneth Reitz,David Lord,0.31,True,predicted_label_mismatch;low_confidence<0.5
7fc0ddb57c0fed629924863c7672707346219dbd,Armin Ronacher,Armin Ronacher,0.76,False,
22af78a96f98222c2292d71dd1914f5be56362a0,Armin Ronacher,Armin Ronacher,0.85,False,
ee76129812419d473eb62434051e81d5855255b6,Kenneth Reitz,Joshua Bronson,0.38,True,predicted_label_mismatch;low_confidence<0.5
3b9fe7c48606dc865950fa683f70eb1946c643cf,Kenneth Reitz,Kenneth Reitz,0.73,False,
e1a576122be4675c3c648c0a4eccc075b3e15a29,Armin Ronacher,Armin Ronacher,0.67,False,
261c4a6aee88361e0de5d86061d873bbad2cb3a9,Armin Ronacher,Armin Ronacher,0.78,False,
4f1cb4212376acbbe7ab14fb8caa8a5025b4659e,Armin Ronacher,Armin Ronacher,0.8,False,
62c0c67d88b619d4da7f1d98a4c50e8e6928280b,Armin Ronacher,Armin Ronacher,0.88,False,
b2fc9febdda6ce4c90f1aca351c01e8b71fde11b,Armin Ronacher,Armin Ronacher,0.73,False,
f034d8d3451f590fca1badeac5da0230bed9b148,Armin Ronacher,Armin Ronacher,0.71,False,
c9a7fdf1b02ee79676d39bb614007bf922931a9c,Armin Ronacher,Armin Ronacher,1.0,False,
39329bfc0788e1475038f9c65cb350daa45b39de,Armin Ronacher,Armin Ronacher,0.5,False,
c5f938bc55455e90a83b7c1b458a440f2e2ab129,Armin Ronacher,Armin Ronacher,0.79,False,
b2cf9e7212296a3cdf4898ccc653bd1e25668e57,Armin Ronacher,Armin Ronacher,0.8483333333333333,False,
18413ed1bf08261acf6d40f8ba65a98ae586bb29,Armin Ronacher,Armin Ronacher,0.88,False,
5b462dd38224648e7a3e533449784a9e236f957d,Armin Ronacher,Armin Ronacher,0.97,False,
7f8709147435bea69fa15ae0de9a2326ab5dfc41,Armin Ronacher,David Lord,0.68,True,predicted_label_mismatch
de5038f2fb25189e6d2ba8bc479d3d940a8ea43b,Armin Ronacher,Armin Ronacher,0.89,False,
aecb760c6adb1ee9a32b6cca5b47920cb9bf9e1b,Armin Ronacher,Armin Ronacher,0.8066666666666668,False,
c01d36aabd45fdc5e6d7eae118337349b625fe3c,Armin Ronacher,Armin Ronacher,0.72,False,
3bec75d230507335eaf9066605d3893e185b9e11,Armin Ronacher,Armin Ronacher,0.78,False,
01ac057d36156bdcb722df1b06da3c1968bc205d,Armin Ronacher,Armin Ronacher,0.93,False,
c4f2075f4c4c27856fe0af77250fb75c61c0d86b,Armin Ronacher,Armin Ronacher,0.92,False,
b5bb49d080475e4fb90f6a47dacab60b53470e9d,Armin Ronacher,Armin Ronacher,0.81,False,
3c1d7758d54a5ad2c9fa1ea0933ed10b6cfeb696,Armin Ronacher,Armin Ronacher,0.7566666666666666,False,
f8b6033a3b86691470a36db57eba17d996c7d5e8,Armin Ronacher,Armin Ronacher,0.469,True,low_confidence<0.5
b6f37c40f8d426f4af340b722d28ccea7f4caf2a,Armin Ronacher,Armin Ronacher,0.8616666666666667,False,
6e4015d62427a220206d58742ae3e54439ecd97a,Armin Ronacher,Armin Ronacher,0.77,False,
e2b3f07d7c94793414693a310d54c667e0a8da7d,Armin Ronacher,Armin Ronacher,0.85,False,
661ee54bc2bc1ea0763ac9c226f8e14bb0beb5b1,Armin Ronacher,Armin Ronacher,0.92,False,
f701f699477800497636fd5b28132744ec68928d,Armin Ronacher,Armin Ronacher,0.3975,True,low_confidence<0.5
3afcbf160eff2a5ab6ac35a82e0719f972df8972,Armin Ronacher,Armin Ronacher,0.59,False,
301e244df3dc747a73e2564a046976af5d0164eb,Armin Ronacher,Armin Ronacher,0.85,False,
b146d8277ab90cf6d43ea54113383076e4fd0318,Armin Ronacher,Armin Ronacher,0.86,False,
05c6502cbde016f0475233faa0c6364634cccac9,Armin Ronacher,Armin Ronacher,0.9,False,
5e88c8184d19851c4ccc9a74595819bbe374e839,Armin Ronacher,Armin Ronacher,0.83,False,
f34c0281252bf1838e2ec24fe8b064b232a098ef,Armin Ronacher,Armin Ronacher,0.66,False,
3e9f4e254b5757d80218c0d8077bd44465365489,Armin Ronacher,Armin Ronacher,0.3475,True,low_confidence<0.5
c2e5799879ed22a4657b75df6da66d6074ae7cc7,Armin Ronacher,Armin Ronacher,0.75,False,
7ee40e9348fba36d57727d7aa58d802b191c0197,Markus Unterwaditzer,Armin Ronacher,0.27,True,predicted_label_mismatch;low_confidence<0.5
f06c80a21508d827a6db1223ad4de253fde013a3,Armin Ronacher,Armin Ronacher,0.71,False,
5583fe8acfd763f7f0b74cce00ef5f5f658caaa0,Armin Ronacher,David Lord,0.325,True,predicted_label_mismatch;low_confidence<0.5
8339cb35082fc93d3a9c98616aed7fe0c1c642dc,Armin Ronacher,Armin Ronacher,0.95,False,
2b885ce4dc3f6b2ea2707a39a8198a84d7ad3991,Armin Ronacher,Armin Ronacher,0.86,False,
692a5c25887c652c9f5ccefadb48c6d8365ea02a,Kenneth Reitz,Kenneth Reitz,0.66,False,
4515b838eaf18c46fa37c250975c407b8b9a4f19,Kenneth Reitz,Armin Ronacher,0.34,True,predicted_label_mismatch;low_confidence<0.5
2fabc65505d697d5c22f3f3a164222cf6a7cf3b2,Kenneth Reitz,Markus Unterwaditzer,0.57,True,predicted_label_mismatch
fedc96c0b9a1c48d11819f03fc82065336af89a4,Kenneth Reitz,Kenneth Reitz,0.75,False,
160aa8078166f7b32015c6b3ad63a91c4500badc,Markus Unterwaditzer,Markus Unterwaditzer,0.65,False,
813149677d2627a9ca462dbb2fae985369b54384,Kenneth Reitz,Kenneth Reitz,0.6,False,
823bebf13a35f22d867bc3fdb0ef2cae20aa4cd4,Kenneth Reitz,David Lord,0.58,True,predicted_label_mismatch
61d43c7f1269d9dafb40d4483cf88c7e32e95edc,Armin Ronacher,Armin Ronacher,0.7,False,
c549e583c4cab9b657cf91544375031a64c79733,Markus Unterwaditzer,Markus Unterwaditzer,0.69,False,
1949c4a9abc174bf29620f6dd8ceab9ed3ace2eb,Armin Ronacher,Armin Ronacher,0.89,False,
2af0ffaef63dbd6031d889d28e4d60794becb7b6,Armin Ronacher,Armin Ronacher,0.8191666666666666,False,
7ec45c2d02205fbe3e03c6d20b8b158fcaf9f073,Armin Ronacher,Armin Ronacher,0.69,False,
dfdbc00eafb3e7578b81f82a59630f2e79691cee,Armin Ronacher,Armin Ronacher,0.72,False,
e101655820d4b91159be48dd57b391f0117c6d1f,Armin Ronacher,Armin Ronacher,0.62,False,
ab3d9d12c6f16712895735903cfbb136f22aeeec,Armin Ronacher,Armin Ronacher,0.68,False,
e3e4f4c2b88ecc32babc714fcc345a978aeee2f0,Kenneth Reitz,Kenneth Reitz,0.75,False,
ff2e8449ffbb37cb8ebf4d7575c0e9102c78e772,Kenneth Reitz,Kenneth Reitz,0.85,False,
2b30900e2c007cf39b3d73a8ad53afe2f29a3a2c,Markus Unterwaditzer,Markus Unterwaditzer,0.69,False,
f1537a9d7a1e5ab53e38166a2a8fd7bad9278c18,Armin Ronacher,Armin Ronacher,0.9,False,
61d3bbf1d237cd8f03e37af88ad4a6b59f27d4e1,Armin Ronacher,Armin Ronacher,0.65,False,
6fa449de00ae89bb1d1ae5e6f793b60d32c1ba76,Kenneth Reitz,Kenneth Reitz,0.65,False,
b975dd4667ddbdf3733e6620d2329596db9dbfad,Kenneth Reitz,Kenneth Reitz,0.62,False,
94a9b9665b6a0a5b1aac46c4212da519205a22ad,Kenneth Reitz,David Lord,0.36,True,predicted_label_mismatch;low_confidence<0.5
1e14783abddd99c450e7865f135bf126efe5fad1,Kenneth Reitz,Kenneth Reitz,0.53,False,
777c0c56b5768582eb57607846a945f94c37e154,Kenneth Reitz,Kenneth Reitz,0.65,False,
17fc38c397aeea01165275f6811e34989f2ff00d,Kenneth Reitz,Kenneth Reitz,0.62,False,
3fdcefbcda47c1ad7fd3432d0643d127cd2918d4,Kenneth Reitz,Kenneth Reitz,0.7,False,
05f162329d425a3037c10cebfcdf941ce2802ca7,Armin Ronacher,Armin Ronacher,0.89,False,
3b393f89f66733f7824a50b33b93eae9999812ad,Armin Ronacher,Armin Ronacher,0.95,False,
6ab569b0e3791cf04db7c333bbf5b78d33255dad,Armin Ronacher,Armin Ronacher,0.795,False,
6bd0080575a3413e349a20a658cc720809782238,Armin Ronacher,David Lord,0.4525,True,predicted_label_mismatch;low_confidence<0.5
bfeee756967ba1f6a74a6f2f4c3c617b4c0c4245,Armin Ronacher,Armin Ronacher,0.87,False,
8a968a9378b4db323af71683ccd09b810afc2bbb,Kenneth Reitz,Daniel Neuhäuser,0.29,True,predicted_label_mismatch;low_confidence<0.5
aa83d9132fde44d4fda5b34bea1f0872780746aa,Kenneth Reitz,David Lord,0.6466666666666666,True,predicted_label_mismatch
b9118ca0ccc5eb420570907a0ddcbc7cbd059b0f,Kenneth Reitz,David Lord,0.65,True,predicted_label_mismatch
9d8674d5b64db6ceab2bf331776a8900b8a9a636,Markus Unterwaditzer,Markus Unterwaditzer,0.77,False,
ac9d8b09a5f8d3d4580cd432ab05eab2cf2529c7,Armin Ronacher,Armin Ronacher,0.5566666666666668,False,
0a29c295cd1a5bf87b269a150e9889c4590ea70e,Armin Ronacher,Armin Ronacher,0.69,False,
5997890c6996a5eaebc14fff5642ae55acf30cd4,Armin Ronacher,Armin Ronacher,0.65,False,
4366bb392a5d41373d0a87c98a75eed59ceffd60,Armin Ronacher,Armin Ronacher,0.93,False,
84958e57290f6d65203b9e6529efc3dfe9024caf,Kenneth Reitz,Kenneth Reitz,0.64,False,
6309987dca72ebe62539ce7b851a072f4e4e9173,Kenneth Reitz,Kenneth Reitz,0.69,False,
0faed95385d731babac7d46a28e90ee25e702abd,Armin Ronacher,Armin Ronacher,0.93,False,
9abe26c14c7f9138a6b3c7b2d39c9d733749bb7e,Kenneth Reitz,Kenneth Reitz,0.58,False,
34433cfd982809af41950629f6c4b846b440fb2f,Kenneth Reitz,Kenneth Reitz,0.67,False,
1441e02256a169ded5e1bdeaa304b279de98d53a,Kenneth Reitz,Kenneth Reitz,0.59,False,
097353695e3178a38403b204ae4889c8a32bf997,Armin Ronacher,Armin Ronacher,0.78,False,
30d9efb24a951515fa422a21b84a04f5d333167b,Armin Ronacher,Armin Ronacher,0.92,False,
833198c91be327d23210115b15b5f6ce26bda91d,Armin Ronacher,Armin Ronacher,0.7466666666666666,False,
6a8acc115e312e1e23e70b66d493b4cdc00d1133,Armin Ronacher,Armin Ronacher,0.75,False,
ef62e8440e050bb8791505f66cf48f1b756571b1,Armin Ronacher,Armin Ronacher,0.78,False,
2ba37d2b85ac2c6cacb62055162e2e7b5e9cc55e,Armin Ronacher,Armin Ronacher,0.7646666666666667,False,
38eed272f955ccbe5eba29aa5b88357cf09e5aa4,Armin Ronacher,Armin Ronacher,0.96,False,
18673ba370e6744049aa2622b5973506d80659e0,Armin Ronacher,Armin Ronacher,0.86,False,
c349c91affd1d2123f50ab7a3d8c571da489338e,Armin Ronacher,Armin Ronacher,0.9,False,
335e0af73114a74cbe040be7a618720ec4e3b884,Armin Ronacher,Armin Ronacher,0.79,False,
7265bb7fa0dd5f489e325deb1c14f17fac77e590,Armin Ronacher,Armin Ronacher,0.85,False,
574a97cd701df65ef1b4aff3f3e0549d69ce5419,Armin Ronacher,Armin Ronacher,0.5265,False,
1c2dddb35549d0ec24c606f29d7055f7b44ad9a3,Armin Ronacher,Armin Ronacher,0.9,False,
b89af66346538764bf506571ac8a7bfaf5d31083,Armin Ronacher,Armin Ronacher,0.65,False,
521398d5e79b4a2b910815a2870d39d8182a6cc2,Armin Ronacher,Armin Ronacher,0.7833333333333334,False,
6caaa8a527134dc9aff6d5c442969e96f9c00f21,Thomas Waldmann,Thomas Waldmann,0.69,False,
b52b7b1f9322e7ab3e69a387dbfe9fe14de4c401,Thomas Waldmann,Thomas Waldmann,0.84,False,
b8b769ad41edeb2320774d88502dd998df272397,Thomas Waldmann,Thomas Waldmann,0.8,False,
40fad2ece80e8bf6784e137028645fa66a3cd9c2,Thomas Waldmann,Armin Ronacher,0.61,True,predicted_label_mismatch
c87735ff1bc30ed8c9e80d385ddb69ad5f4f4a12,Daniel Neuhäuser,Daniel Neuhäuser,0.71,False,
bbdfc839029889af7477b6dbbe8dc4c230ba6f73,Daniel Neuhäuser,Daniel Neuhäuser,0.72,False,
26a9e907343389bf5c752615e0c99e5ec8a8833e,Daniel Neuhäuser,David Lord,0.6666666666666665,True,predicted_label_mismatch
05923f7f2f9681c8d90def3a64ea71652c15935c,Daniel Neuhäuser,Daniel Neuhäuser,0.63,False,
1b753cb1b1764de5bf3afe1f96032362208febc6,Thomas Waldmann,Armin Ronacher,0.58,True,predicted_label_mismatch
